Student Name,Attendance %,Internal Marks,Final Marks,Assignment Scores,Extra Activities,Family Income,Internet Access,Study Hours,Placement Status,Average Score,Risk Category,Performance_Level
Karen Wright,82.5,82,100,80,Volunteer,36869.0,Yes,5.9,Placed,87.33333333333333,safe,Excellent
Nancy Davis,100.0,71,90,83,Sports,64702.0,Yes,4.2,Placed,81.33333333333333,safe,Good
Mark Martinez,45.9,51,52,77,Sports,80353.0,No,5.4,Not Placed,60.0,safe,Average
Emma Johnson,83.8,65,80,73,Sports,96573.0,Yes,5.1,Placed,72.66666666666667,safe,Good
William Miller,74.3,25,58,54,NCC,69106.0,No,4.1,Not Placed,45.666666666666664,Need Improvement,Poor
Paul Clark,79.6,70,62,72,Sports,58466.0,Yes,7.1,Placed,68.0,safe,Average
David Lee,96.5,54,72,71,NCC,22908.0,Yes,5.3,Placed,65.66666666666667,safe,Average
Donna Allen,66.7,37,51,43,Volunteer,58663.0,Yes,2.8,Not Placed,43.666666666666664,Need Improvement,Poor
Daniel Smith,79.4,49,60,74,Debate,17334.0,Yes,5.4,Placed,61.0,safe,Average
Karen Scott,55.1,59,48,86,Debate,92021.0,Yes,6.6,Not Placed,64.33333333333333,safe,Average
Amanda Ramirez,81.7,57,52,64,Debate,107045.0,No,4.7,Not Placed,57.666666666666664,Need Improvement,Average
George Allen,73.3,68,71,89,NCC,61974.0,No,8.1,Placed,76.0,safe,Good
John Lee,78.4,29,52,59,Sports,89595.0,Yes,3.8,Not Placed,46.666666666666664,Need Improvement,Poor
Mary Torres,92.4,76,92,89,Sports,25542.0,Yes,6.2,Placed,85.66666666666667,safe,Excellent
Sharon Brown,86.3,64,85,95,Volunteer,131926.0,No,6.5,Placed,81.33333333333333,safe,Good
Lisa Johnson,86.1,73,80,58,Sports,48031.0,Yes,6.7,Placed,70.33333333333333,safe,Good
Thomas Hill,78.5,63,64,76,Volunteer,86579.0,Yes,7.9,Placed,67.66666666666667,safe,Average
Sandra Scott,77.9,97,85,100,Sports,8000.0,Yes,7.7,Placed,94.0,safe,Excellent
William Lee,71.8,54,80,92,NCC,47746.0,Yes,6.0,Placed,75.33333333333333,safe,Good
Elizabeth Wright,80.1,51,57,71,Sports,106480.0,Yes,5.5,Not Placed,59.666666666666664,Need Improvement,Average
Daniel Jones,91.1,85,96,85,Sports,58039.0,Yes,8.0,Placed,88.66666666666667,safe,Excellent
Charles Anderson,81.9,57,65,91,Sports,69212.0,Yes,4.5,Placed,71.0,safe,Good
Anthony Lee,80.8,71,83,100,Debate,100731.0,Yes,10.0,Placed,84.66666666666667,safe,Good
John Harris,83.1,75,75,72,Sports,13849.0,Yes,4.9,Placed,74.0,safe,Good
Susan Smith,100.0,100,100,100,Sports,68257.0,Yes,9.6,Placed,100.0,safe,Excellent
Emily Taylor,93.9,64,66,73,Sports,121086.0,Yes,6.2,Placed,67.66666666666667,safe,Average
Jennifer Brown,69.7,81,80,92,Sports,56663.0,Yes,7.7,Placed,84.33333333333333,safe,Good
Donna Lewis,52.1,55,66,89,Volunteer,43291.0,No,5.9,Placed,70.0,safe,Good
William Harris,96.7,71,73,74,NCC,77790.0,Yes,6.7,Placed,72.66666666666667,safe,Good
Ronald Scott,62.5,64,0,73,Debate,77932.0,Yes,5.5,Placed,45.666666666666664,Need Improvement,Poor
Melissa Lee,86.5,85,85,88,Sports,33939.0,No,6.6,Placed,86.0,safe,Excellent
Linda White,84.4,64,73,52,Debate,65650.0,Yes,4.7,Placed,63.0,safe,Average
Nancy Wright,82.9,59,72,87,Sports,42827.0,No,6.9,Placed,72.66666666666667,safe,Good
Betty Miller,89.6,57,55,35,Music,46464.0,Yes,4.5,Not Placed,49.0,Need Improvement,Poor
Anthony White,64.8,79,86,91,NCC,81118.0,Yes,7.1,Placed,85.33333333333333,safe,Excellent
Anthony King,81.3,34,65,34,NCC,23120.0,Yes,2.9,Placed,44.333333333333336,Need Improvement,Poor
Angela Hill,79.1,60,71,73,Sports,23833.0,No,5.9,Placed,68.0,safe,Average
David Nguyen,82.0,59,82,79,Music,58090.0,Yes,6.1,Placed,73.33333333333333,safe,Good
Cynthia Nguyen,75.4,49,45,79,Sports,56208.0,Yes,6.5,Not Placed,57.666666666666664,Need Improvement,Average
John Hernandez,100.0,36,58,64,Sports,66662.0,Yes,2.8,Not Placed,52.666666666666664,Need Improvement,Average
Nicholas Jackson,94.3,94,99,97,Sports,65375.0,No,8.7,Placed,96.66666666666667,safe,Excellent
Kimberly Martin,89.9,82,99,88,Sports,102032.0,Yes,7.3,Placed,89.66666666666667,safe,Excellent
Richard Hernandez,93.6,87,98,83,Volunteer,64702.0,Yes,7.0,Placed,89.33333333333333,safe,Excellent
Mark Sanchez,54.9,53,50,63,NCC,76047.0,Yes,3.7,Not Placed,55.333333333333336,Need Improvement,Average
Deborah Perez,75.2,77,89,93,Sports,117915.0,Yes,7.4,Placed,86.33333333333333,safe,Excellent
Edward Williams,78.1,75,82,82,Sports,70721.0,Yes,5.5,Placed,79.66666666666667,safe,Good
Jessica Jackson,85.1,63,69,63,Debate,65611.0,Yes,3.5,Placed,65.0,safe,Average
Jennifer Scott,94.0,58,57,42,Sports,80954.0,No,3.5,Not Placed,52.333333333333336,Need Improvement,Average
Steven Lopez,73.5,62,54,77,Sports,101337.0,Yes,5.6,Not Placed,64.33333333333333,safe,Average
William Hill,63.8,50,73,55,Debate,95558.0,Yes,3.4,Placed,59.333333333333336,Need Improvement,Average
Anthony Torres,90.7,85,98,99,Volunteer,77454.0,Yes,9.1,Placed,94.0,safe,Excellent
Mary Anderson,84.9,76,90,93,Debate,58951.0,Yes,6.9,Placed,86.33333333333333,safe,Excellent
Richard Taylor,66.1,45,57,85,NCC,64702.0,No,5.6,Not Placed,62.333333333333336,safe,Average
Angela Lee,83.9,63,63,57,Volunteer,59700.0,No,4.4,Placed,61.0,safe,Average
Karen Thompson,84.4,65,76,68,NCC,12741.0,No,6.5,Placed,69.66666666666667,safe,Average
Jennifer Martin,76.2,63,58,78,NCC,100388.0,Yes,4.9,Not Placed,66.33333333333333,safe,Average
Robert Lee,88.0,75,90,65,Volunteer,90475.0,Yes,7.4,Placed,76.66666666666667,safe,Good
Robert Allen,83.7,83,94,94,Debate,97861.0,No,7.3,Placed,90.33333333333333,safe,Excellent
Ronald Lopez,49.8,37,37,41,Music,68561.0,Yes,1.4,Not Placed,38.333333333333336,At risk,Poor
Ashley Anderson,91.4,82,99,100,NCC,75814.0,Yes,9.7,Placed,93.66666666666667,safe,Excellent
Matthew Torres,83.4,62,81,100,NCC,92609.0,Yes,7.2,Placed,81.0,safe,Good
Sharon Williams,84.4,50,73,86,Sports,89915.0,Yes,5.9,Placed,69.66666666666667,safe,Average
Stephanie Brown,71.0,29,45,55,NCC,54279.0,No,4.0,Not Placed,43.0,Need Improvement,Poor
Karen Lee,80.9,45,69,57,Debate,56246.0,Yes,3.9,Placed,57.0,Need Improvement,Average
Jason Torres,86.4,56,63,86,Volunteer,44356.0,No,7.4,Placed,68.33333333333333,safe,Average
Robert Taylor,62.5,46,57,41,Debate,32785.0,Yes,1.8,Not Placed,48.0,Need Improvement,Poor
Ronald Nguyen,76.2,23,41,60,Volunteer,84765.0,No,2.7,Not Placed,41.333333333333336,Need Improvement,Poor
Laura Jones,100.0,64,80,66,Volunteer,143000.0,No,6.8,Placed,70.0,safe,Good
Nancy Flores,70.5,17,29,27,Debate,123329.0,Yes,1.1,Not Placed,24.333333333333332,At risk,Poor
Karen Williams,89.6,69,67,82,Debate,53964.0,Yes,6.9,Placed,72.66666666666667,safe,Good
Joseph Perez,96.8,61,77,67,Sports,8000.0,Yes,3.9,Placed,68.33333333333333,safe,Average
John Martinez,76.0,62,54,64,Music,125423.0,Yes,4.2,Not Placed,60.0,safe,Average
Ryan Johnson,70.4,88,82,100,Sports,49202.0,Yes,9.8,Placed,90.0,safe,Excellent
Jessica Hernandez,75.2,84,93,100,Sports,55463.0,Yes,9.6,Placed,92.33333333333333,safe,Excellent
Andrew Johnson,87.8,76,73,78,Music,102782.0,No,6.4,Placed,75.66666666666667,safe,Good
John Martinez,93.1,46,80,50,Sports,73246.0,No,2.2,Not Placed,58.666666666666664,Need Improvement,Average
Michael Martinez,80.0,69,79,95,Sports,64702.0,No,7.1,Placed,81.0,safe,Good
Ronald Ramirez,92.1,61,78,79,Debate,129800.0,No,6.1,Placed,72.66666666666667,safe,Good
Elizabeth Lee,68.6,58,66,37,Debate,65143.0,Yes,3.4,Placed,53.666666666666664,Need Improvement,Average
Lisa Lopez,93.7,59,74,65,Sports,76859.0,Yes,5.6,Placed,66.0,safe,Average
Paul Perez,89.3,88,100,92,Volunteer,80038.0,No,7.6,Placed,93.33333333333333,safe,Excellent
Lisa Perez,57.9,61,67,48,Debate,55466.0,Yes,4.2,Placed,58.666666666666664,Need Improvement,Average
Donald Allen,79.1,37,54,52,Sports,24748.0,Yes,2.4,Not Placed,47.666666666666664,Need Improvement,Poor
Richard Wilson,74.7,50,75,83,Debate,41735.0,No,6.3,Placed,69.33333333333333,safe,Average
Stephanie Perez,99.9,53,61,48,NCC,56832.0,No,4.0,Placed,54.0,Need Improvement,Average
Paul Gonzalez,89.7,65,69,100,Sports,83174.0,No,7.2,Placed,78.0,safe,Good
John Walker,75.6,49,51,53,Debate,95142.0,Yes,2.8,Not Placed,51.0,Need Improvement,Average
Andrew Walker,86.8,84,86,63,Sports,62140.0,Yes,5.1,Placed,77.66666666666667,safe,Good
George Robinson,81.9,70,65,62,NCC,68268.0,Yes,4.7,Placed,65.66666666666667,safe,Average
Laura Allen,64.4,53,71,61,NCC,64315.0,Yes,5.3,Placed,61.666666666666664,safe,Average
Susan Davis,97.7,60,66,61,Volunteer,110036.0,Yes,3.1,Placed,62.333333333333336,safe,Average
Andrew Allen,100.0,92,93,100,Volunteer,15988.0,Yes,9.1,Placed,95.0,safe,Excellent
Kimberly Davis,95.3,72,77,84,NCC,48999.0,Yes,7.1,Placed,77.66666666666667,safe,Good
Joshua Thompson,77.6,57,75,98,NCC,9691.0,Yes,7.0,Placed,76.66666666666667,safe,Good
James Martin,80.0,55,63,72,Sports,102248.0,Yes,4.6,Placed,63.333333333333336,safe,Average
Deborah Jackson,92.4,87,90,81,Music,86980.0,No,6.1,Placed,86.0,safe,Excellent
Laura Taylor,95.6,75,90,73,Music,15196.0,No,6.6,Placed,79.33333333333333,safe,Good
Ronald Nguyen,80.0,68,81,93,Debate,19800.0,Yes,6.1,Placed,80.66666666666667,safe,Good
Donna Clark,84.2,68,77,90,Sports,74873.0,Yes,6.7,Placed,78.33333333333333,safe,Good
David Thomas,100.0,65,85,91,NCC,48842.0,Yes,6.1,Placed,80.33333333333333,safe,Good
Sandra Smith,69.7,86,81,92,Volunteer,57234.0,Yes,7.8,Placed,86.33333333333333,safe,Excellent
Linda Wright,87.2,50,66,67,Music,78892.0,Yes,4.6,Placed,61.0,safe,Average
Mark Torres,73.3,28,44,33,Music,40645.0,Yes,1.0,Not Placed,35.0,At risk,Poor
Steven Taylor,96.0,57,77,61,Music,82778.0,Yes,6.8,Placed,65.0,safe,Average
Brian Ramirez,74.1,60,75,39,Volunteer,152512.0,Yes,2.9,Placed,58.0,Need Improvement,Average
Joseph Davis,67.4,61,64,88,Debate,103592.0,Yes,7.0,Placed,71.0,safe,Good
Michael Sanchez,64.2,65,69,79,Music,37884.0,Yes,6.7,Placed,71.0,safe,Good
Joshua Lopez,77.0,77,79,95,Debate,97421.0,No,7.9,Placed,83.66666666666667,safe,Good
Sharon Ramirez,73.8,40,33,42,Sports,91284.0,No,3.1,Not Placed,38.333333333333336,At risk,Poor
Deborah Brown,68.7,74,79,87,Volunteer,83591.0,Yes,5.2,Placed,80.0,safe,Good
Donna Lee,92.7,71,79,81,Volunteer,78734.0,No,7.0,Placed,77.0,safe,Good
Jacob Perez,79.1,47,43,49,Volunteer,109535.0,Yes,2.8,Not Placed,46.333333333333336,Need Improvement,Poor
Anthony Thomas,75.8,34,59,40,Music,91916.0,No,2.6,Not Placed,44.333333333333336,Need Improvement,Poor
Karen Lopez,91.1,48,52,56,NCC,32659.0,No,3.5,Not Placed,52.0,Need Improvement,Average
Joshua Perez,68.3,56,75,100,Music,28282.0,Yes,8.8,Placed,77.0,safe,Good
Edward Nguyen,89.0,52,67,50,Sports,54649.0,Yes,3.2,Placed,56.333333333333336,Need Improvement,Average
Stephanie Clark,93.6,27,53,61,Sports,60806.0,Yes,3.3,Not Placed,47.0,Need Improvement,Poor
Lisa Williams,94.8,80,89,100,Sports,51968.0,No,6.7,Placed,89.66666666666667,safe,Excellent
Carol Jackson,72.7,40,57,65,Music,99201.0,No,4.1,Not Placed,54.0,Need Improvement,Average
Angela Hill,82.4,79,85,84,Volunteer,49296.0,Yes,6.8,Placed,82.66666666666667,safe,Good
William Williams,56.5,45,55,71,Music,64343.0,Yes,6.2,Not Placed,57.0,Need Improvement,Average
Patricia Moore,72.1,63,61,52,Sports,64702.0,Yes,5.2,Placed,58.666666666666664,Need Improvement,Average
Jessica Miller,90.1,14,36,33,Debate,67583.0,No,1.8,Not Placed,27.666666666666668,At risk,Poor
Mark Smith,74.1,76,74,100,NCC,81448.0,Yes,7.1,Placed,83.33333333333333,safe,Good
Stephanie Brown,65.1,43,72,97,Sports,86914.0,No,7.7,Placed,70.66666666666667,safe,Good
Steven Walker,86.0,52,64,64,NCC,67808.0,Yes,4.6,Placed,60.0,safe,Average
Linda Scott,80.3,64,80,77,Debate,40086.0,No,7.3,Placed,73.66666666666667,safe,Good
Deborah Robinson,83.3,53,60,55,Sports,78070.0,Yes,3.9,Placed,56.0,Need Improvement,Average
Brian Flores,76.5,78,79,100,Sports,40042.0,Yes,9.1,Placed,85.66666666666667,safe,Excellent
John Jones,82.5,77,88,100,Volunteer,133898.0,Yes,6.9,Placed,88.33333333333333,safe,Excellent
Rebecca Moore,65.9,84,92,97,NCC,74955.0,No,8.5,Placed,91.0,safe,Excellent
Donna Miller,79.3,53,42,68,NCC,63697.0,Yes,3.9,Not Placed,54.333333333333336,Need Improvement,Average
Carol Rodriguez,85.0,74,82,93,Sports,70263.0,Yes,6.7,Placed,83.0,safe,Good
Emma Ramirez,80.0,63,72,96,Debate,111679.0,No,8.2,Placed,77.0,safe,Good
Joseph Johnson,83.9,48,53,64,Sports,31141.0,Yes,4.4,Not Placed,55.0,Need Improvement,Average
Donna Ramirez,80.8,42,49,45,NCC,122908.0,Yes,1.0,Not Placed,45.333333333333336,Need Improvement,Poor
Richard Ramirez,83.7,48,56,70,Sports,104666.0,Yes,4.2,Not Placed,58.0,Need Improvement,Average
Donald Johnson,74.2,71,83,100,NCC,54569.0,Yes,7.6,Placed,84.66666666666667,safe,Good
Sharon Anderson,83.6,86,92,93,Sports,70518.0,Yes,7.9,Placed,90.33333333333333,safe,Excellent
Cynthia Torres,80.9,73,86,100,NCC,45706.0,Yes,9.1,Placed,86.33333333333333,safe,Excellent
Thomas Lopez,58.8,69,73,100,Sports,73201.0,Yes,7.8,Placed,80.66666666666667,safe,Good
Jessica Nguyen,89.0,66,80,75,Sports,78502.0,Yes,5.4,Placed,73.66666666666667,safe,Good
Angela Garcia,87.4,63,63,78,Debate,76682.0,No,6.7,Placed,68.0,safe,Average
Angela Anderson,78.7,63,71,100,Music,46668.0,Yes,7.8,Placed,78.0,safe,Good
Patricia Lewis,94.8,69,71,82,Debate,63286.0,Yes,5.6,Placed,74.0,safe,Good
Laura Lewis,61.1,70,78,100,Sports,82104.0,Yes,7.8,Placed,82.66666666666667,safe,Good
Thomas Scott,99.1,76,95,81,NCC,42067.0,Yes,5.4,Placed,84.0,safe,Good
Mary Jones,80.4,23,59,46,Sports,48518.0,No,1.0,Not Placed,42.666666666666664,Need Improvement,Poor
Sarah King,83.6,69,75,65,Debate,64702.0,Yes,4.7,Placed,69.66666666666667,safe,Average
Paul Garcia,71.4,58,75,100,Debate,77242.0,No,8.1,Placed,77.66666666666667,safe,Good
Lisa Martinez,68.2,72,63,79,NCC,49246.0,No,6.1,Placed,71.33333333333333,safe,Good
Emma Martinez,100.0,54,58,49,NCC,55304.0,Yes,3.2,Not Placed,53.666666666666664,Need Improvement,Average
Ryan Davis,78.6,61,71,59,Debate,116841.0,Yes,4.6,Placed,63.666666666666664,safe,Average
Michael Taylor,83.6,41,37,51,Music,64702.0,No,3.0,Not Placed,43.0,Need Improvement,Poor
George Moore,73.3,65,68,64,NCC,96065.0,No,5.8,Placed,65.66666666666667,safe,Average
Jacob Gonzalez,73.4,58,74,65,NCC,69511.0,Yes,5.4,Placed,65.66666666666667,safe,Average
Kenneth White,72.4,78,87,95,Sports,47308.0,Yes,7.9,Placed,86.66666666666667,safe,Excellent
Melissa Lopez,90.1,73,88,90,Music,8000.0,Yes,6.6,Placed,83.66666666666667,safe,Good
Nicholas Wright,88.6,53,61,72,Music,49421.0,Yes,5.5,Placed,62.0,safe,Average
Lisa Young,59.8,34,38,59,Music,59012.0,No,4.3,Not Placed,43.666666666666664,Need Improvement,Poor
Ronald Johnson,80.0,53,72,81,Debate,128814.0,No,5.8,Placed,68.66666666666667,safe,Average
George Flores,90.7,72,90,100,Music,75124.0,Yes,6.4,Placed,87.33333333333333,safe,Excellent
Andrew Miller,62.4,69,69,97,NCC,99635.0,Yes,7.0,Placed,78.33333333333333,safe,Good
Carol White,92.1,94,87,96,Music,90328.0,Yes,8.6,Placed,92.33333333333333,safe,Excellent
William Davis,73.3,82,72,86,Sports,75426.0,Yes,8.2,Placed,80.0,safe,Good
Richard Martinez,80.3,82,84,88,NCC,52446.0,Yes,7.4,Placed,84.66666666666667,safe,Good
Amanda Ramirez,62.8,62,61,84,NCC,83682.0,Yes,6.4,Placed,69.0,safe,Average
Steven Hill,85.5,44,68,53,Sports,51684.0,Yes,2.3,Placed,55.0,Need Improvement,Average
Matthew White,86.2,81,100,100,NCC,110629.0,Yes,8.2,Placed,93.66666666666667,safe,Excellent
Anthony Smith,76.4,43,70,50,Volunteer,68704.0,Yes,2.9,Placed,54.333333333333336,Need Improvement,Average
Richard Sanchez,71.2,65,58,64,Sports,81497.0,Yes,6.3,Not Placed,62.333333333333336,safe,Average
Susan Davis,70.2,42,74,70,Debate,78148.0,Yes,3.9,Placed,62.0,safe,Average
Anthony Walker,80.0,59,53,68,Music,33350.0,Yes,4.6,Not Placed,60.0,safe,Average
Gary Harris,89.1,71,79,96,NCC,41471.0,Yes,5.9,Placed,82.0,safe,Good
Stephanie Torres,77.1,39,49,53,NCC,114007.0,No,5.5,Not Placed,47.0,Need Improvement,Poor
Deborah Hernandez,83.4,63,77,78,Debate,65224.0,Yes,5.4,Placed,72.66666666666667,safe,Good
Sarah Ramirez,74.8,90,89,97,Volunteer,66927.0,Yes,7.1,Placed,92.0,safe,Excellent
Amanda Jones,68.0,59,68,56,NCC,36565.0,Yes,3.8,Placed,61.0,safe,Average
Rebecca Flores,82.2,58,69,81,Sports,51164.0,Yes,5.9,Placed,69.33333333333333,safe,Average
Lisa Smith,87.6,65,66,59,Music,79517.0,Yes,5.5,Placed,63.333333333333336,safe,Average
Angela Torres,83.9,73,90,74,Sports,64702.0,Yes,6.5,Placed,79.0,safe,Good
Mark Harris,100.0,60,59,26,Debate,65870.0,Yes,2.7,Not Placed,48.333333333333336,Need Improvement,Poor
John Martin,63.9,93,82,91,NCC,103457.0,Yes,8.7,Placed,88.66666666666667,safe,Excellent
Carol Sanchez,85.1,50,52,61,Debate,17637.0,No,3.7,Not Placed,54.333333333333336,Need Improvement,Average
Amy Wilson,100.0,86,91,94,Music,94447.0,Yes,8.5,Placed,90.33333333333333,safe,Excellent
Donna Martinez,66.2,44,73,92,Debate,64702.0,No,6.2,Placed,69.66666666666667,safe,Average
Andrew Young,65.2,69,69,78,Music,55851.0,Yes,5.3,Placed,72.0,safe,Good
Patricia Wright,84.0,75,68,86,Music,117905.0,Yes,6.8,Placed,76.33333333333333,safe,Good
Lisa Gonzalez,94.6,100,95,100,NCC,94936.0,Yes,10.0,Placed,98.33333333333333,safe,Excellent
Karen Martinez,88.6,62,76,85,Music,21038.0,No,6.3,Placed,74.33333333333333,safe,Good
Elizabeth Torres,73.3,37,58,74,Volunteer,72461.0,Yes,2.9,Not Placed,56.333333333333336,Need Improvement,Average
Amanda Taylor,87.0,51,63,54,Debate,61830.0,Yes,2.2,Placed,56.0,Need Improvement,Average
Gary Walker,85.7,55,61,78,Music,8000.0,Yes,5.0,Placed,64.66666666666667,safe,Average
Ronald Anderson,96.0,68,79,100,Volunteer,43270.0,Yes,6.3,Placed,82.33333333333333,safe,Good
Carol Lee,98.0,52,57,62,Volunteer,27856.0,Yes,4.2,Not Placed,57.0,Need Improvement,Average
James Perez,68.4,67,66,67,Sports,70480.0,Yes,4.1,Placed,66.66666666666667,safe,Average
Joseph Brown,100.0,80,86,72,Sports,16437.0,Yes,6.7,Placed,79.33333333333333,safe,Good
Linda Flores,79.8,100,93,100,NCC,71380.0,Yes,9.6,Placed,97.66666666666667,safe,Excellent
Ryan Walker,86.6,48,65,79,Music,47295.0,No,3.3,Placed,64.0,safe,Average
Cynthia Martinez,76.1,56,70,65,Sports,122829.0,No,7.7,Placed,63.666666666666664,safe,Average
Sarah Ramirez,55.4,44,57,100,Music,89367.0,No,7.6,Not Placed,67.0,safe,Average
Emma Davis,100.0,57,65,40,Music,58181.0,Yes,1.9,Placed,54.0,Need Improvement,Average
Amy Young,61.3,50,71,100,Sports,10409.0,Yes,5.8,Placed,73.66666666666667,safe,Good
Jennifer Hernandez,96.5,50,78,95,Volunteer,94373.0,No,6.8,Placed,74.33333333333333,safe,Good
Sandra Clark,83.9,67,79,66,Debate,61294.0,No,4.9,Placed,70.66666666666667,safe,Good
Cynthia Rodriguez,88.3,64,71,76,Sports,49162.0,No,5.9,Placed,70.33333333333333,safe,Good
Betty Hill,69.9,63,77,100,Music,77824.0,Yes,7.1,Placed,80.0,safe,Good
Emma Ramirez,70.1,72,90,93,Debate,85381.0,Yes,8.6,Placed,85.0,safe,Excellent
Laura Nguyen,81.3,65,88,77,Sports,44763.0,Yes,5.9,Placed,76.66666666666667,safe,Good
Carol Wilson,79.0,52,72,54,Volunteer,55283.0,Yes,3.4,Placed,59.333333333333336,Need Improvement,Average
Robert Moore,94.1,86,89,100,Music,47056.0,Yes,7.8,Placed,91.66666666666667,safe,Excellent
Amanda Hernandez,72.5,76,57,53,NCC,101821.0,Yes,4.6,Not Placed,62.0,safe,Average
Kimberly Thomas,100.0,73,79,78,Music,39182.0,Yes,5.3,Placed,76.66666666666667,safe,Good
Kimberly Flores,66.3,33,58,69,Music,80115.0,Yes,4.5,Not Placed,53.333333333333336,Need Improvement,Average
Sharon Anderson,78.2,53,58,61,Debate,107847.0,Yes,3.7,Not Placed,57.333333333333336,Need Improvement,Average
Sandra Allen,67.8,60,59,56,NCC,106423.0,No,3.7,Not Placed,58.333333333333336,Need Improvement,Average
Amanda Thomas,90.3,52,57,54,Sports,39480.0,No,4.6,Not Placed,54.333333333333336,Need Improvement,Average
Kimberly Thompson,100.0,71,70,74,Volunteer,94510.0,Yes,5.5,Placed,71.66666666666667,safe,Good
Sandra Rodriguez,84.6,72,86,92,Music,62461.0,Yes,8.8,Placed,83.33333333333333,safe,Good
Andrew Allen,86.2,56,75,76,Volunteer,93924.0,Yes,4.0,Placed,69.0,safe,Average
Steven Scott,66.7,71,87,83,Sports,82376.0,No,7.3,Placed,80.33333333333333,safe,Good
Susan Hernandez,83.0,68,56,77,Sports,18406.0,Yes,5.8,Not Placed,67.0,safe,Average
Amanda Lee,82.5,58,64,52,Sports,54522.0,No,6.0,Placed,58.0,Need Improvement,Average
Jessica Lopez,50.0,36,53,60,Sports,61449.0,Yes,3.1,Not Placed,49.666666666666664,Need Improvement,Poor
Jennifer Nguyen,64.0,57,47,90,NCC,47653.0,No,5.8,Not Placed,64.66666666666667,safe,Average
Brian Miller,86.7,68,79,69,NCC,51550.0,Yes,6.5,Placed,72.0,safe,Good
Amanda Flores,73.7,67,94,88,Sports,88119.0,Yes,6.0,Placed,83.0,safe,Good
James Thompson,58.7,59,58,47,Sports,107030.0,No,3.4,Not Placed,54.666666666666664,Need Improvement,Average
Patricia Martin,87.1,69,73,79,NCC,75044.0,No,5.5,Placed,73.66666666666667,safe,Good
Gary Smith,68.2,67,64,61,NCC,84744.0,Yes,4.7,Placed,64.0,safe,Average
Carol Davis,63.2,44,80,81,Debate,22721.0,Yes,4.0,Placed,68.33333333333333,safe,Average
Jason Ramirez,58.1,58,63,78,NCC,108278.0,Yes,6.0,Placed,66.33333333333333,safe,Average
Michael Miller,73.5,57,60,81,Music,64702.0,Yes,5.1,Placed,66.0,safe,Average
Rebecca Brown,67.1,72,67,73,Volunteer,38887.0,Yes,7.6,Placed,70.66666666666667,safe,Good
Joseph Young,87.5,15,31,36,NCC,105786.0,No,1.2,Not Placed,27.333333333333332,At risk,Poor
Amanda Moore,70.1,50,63,61,Debate,56327.0,Yes,2.8,Placed,58.0,Need Improvement,Average
Mary Moore,68.3,52,71,73,Music,67090.0,Yes,4.4,Placed,65.33333333333333,safe,Average
Jason Jones,80.0,47,53,50,Debate,122984.0,Yes,3.5,Not Placed,50.0,Need Improvement,Average
Joshua Martin,80.0,62,62,52,NCC,32993.0,No,3.6,Placed,58.666666666666664,Need Improvement,Average
William Robinson,97.8,85,74,76,Sports,12679.0,Yes,7.3,Placed,78.33333333333333,safe,Good
Rebecca Martin,92.6,75,65,74,Sports,95315.0,Yes,5.4,Placed,71.33333333333333,safe,Good
James Hernandez,90.4,57,0,67,Music,91479.0,Yes,4.3,Placed,41.333333333333336,Need Improvement,Poor
Richard Young,93.5,69,74,75,Sports,91393.0,Yes,5.1,Placed,72.66666666666667,safe,Good
James Martin,72.9,29,29,51,Volunteer,19482.0,No,2.7,Not Placed,36.333333333333336,At risk,Poor
Carol Lopez,85.6,62,72,66,NCC,83387.0,Yes,4.3,Placed,66.66666666666667,safe,Average
Elizabeth Moore,91.5,82,76,96,NCC,38830.0,Yes,7.8,Placed,84.66666666666667,safe,Good
